,player,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,team,year
1101,Opponent,19705,2928,6709,.436,541,1634,.331,2387,5075,.470,1221,1611,.758,747,2576,3323,1707,592,317,1214,1597,7618,SAS,2016
1102,Opponent/G,240.3,35.7,81.8,.436,6.6,19.9,.331,29.1,61.9,.470,14.9,19.6,.758,9.1,31.4,40.5,20.8,7.2,3.9,14.8,19.5,92.9,SAS,2016
1103,Lg,29,2,3,4,1,1,1,10,23,2,1,2,19,4,5,3,4,8,2,14,22,1,SAS,2016
1104,Team,19805,3222,6864,.469,753,1927,.391,2469,4937,.500,1440,1806,.797,821,2777,3598,1954,655,484,1101,1498,8637,SAS,2017
1105,Team/G,241.5,39.3,83.7,.469,9.2,23.5,.391,30.1,60.2,.500,17.6,22.0,.797,10.0,33.9,43.9,23.8,8.0,5.9,13.4,18.3,105.3,SAS,2017
1106,Lg,13,14,24,7,17,25,1,13,11,15,18,24,7,16,12,11,7,11,2,10,7,14,SAS,2017
1107,Opponent,19805,3032,6839,.443,668,1942,.344,2364,4897,.483,1315,1705,.771,800,2600,3400,1757,614,333,1184,1623,8047,SAS,2017
1108,Opponent/G,241.5,37.0,83.4,.443,8.1,23.7,.344,28.8,59.7,.483,16.0,20.8,.771,9.8,31.7,41.5,21.4,7.5,4.1,14.4,19.8,98.1,SAS,2017
1109,Lg,13,3,9,4,2,3,5,10,18,2,7,7,14,9,5,5,6,14,5,12,17,2,SAS,2017
1110,Team,19730,3202,6999,.457,696,1977,.352,2506,5022,.499,1324,1715,.772,849,2777,3626,1868,628,460,1078,1408,8424,SAS,2018
1111,Team/G,240.6,39.0,85.4,.457,8.5,24.1,.352,30.6,61.2,.499,16.1,20.9,.772,10.4,33.9,44.2,22.8,7.7,5.6,13.1,17.2,102.7,SAS,2018
1112,Lg,23,17,22,16,28,27,26,9,5,20,19,18,13,6,14,11,15,14,4,4,1,27,SAS,2018
1113,Opponent,19730,3131,6911,.453,750,2154,.348,2381,4757,.501,1175,1549,.759,756,2731,3487,1786,622,318,1155,1619,8187,SAS,2018
1114,Opponent/G,240.6,38.2,84.3,.453,9.1,26.3,.348,29.0,58.0,.501,14.3,18.9,.759,9.2,33.3,42.5,21.8,7.6,3.9,14.1,19.7,99.8,SAS,2018
1115,Lg,23,6,8,8,3,4,4,16,21,8,1,3,9,8,14,10,8,14,2,20,18,1,SAS,2018
1116,Team,19805,3468,7248,.478,812,2071,.392,2656,5177,.513,1408,1720,.819,757,2910,3667,2013,501,386,992,1487,9156,SAS,2019
1117,Team/G,241.5,42.3,88.4,.478,9.9,25.3,.392,32.4,63.1,.513,17.2,21.0,.819,9.2,35.5,44.7,24.5,6.1,4.7,12.1,18.1,111.7,SAS,2019
1118,Lg,15,8,17,2,26,30,1,2,2,18,20,24,1,27,12,21,16,30,21,1,1,18,SAS,2019
1119,Opponent,19805,3404,7354,.463,961,2678,.359,2443,4676,.522,1249,1654,.755,756,2844,3600,2025,589,332,999,1611,9018,SAS,2019
1120,Opponent/G,241.5,41.5,89.7,.463,11.7,32.7,.359,29.8,57.0,.522,15.2,20.2,.755,9.2,34.7,43.9,24.7,7.2,4.0,12.2,19.6,110.0,SAS,2019
1121,Lg,15,16,18,18,18,18,18,13,14,17,2,1,6,4,15,7,18,8,3,30,25,12,SAS,2019
1122,Team,20005,3064,6900,.444,806,2342,.344,2258,4558,.495,1454,1831,.794,751,2781,3532,1813,560,306,1047,1595,8388,DAL,2016
1123,Team/G,244.0,37.4,84.1,.444,9.8,28.6,.344,27.5,55.6,.495,17.7,22.3,.794,9.2,33.9,43.1,22.1,6.8,3.7,12.8,19.5,102.3,DAL,2016
1124,Lg,1,22,18,20,7,5,23,26,27,12,12,21,3,26,9,19,18,26,29,2,8,16,DAL,2016
1125,Opponent,20005,3144,6971,.451,743,2170,.342,2401,4801,.500,1382,1873,.738,868,2887,3755,1800,617,363,1142,1757,8413,DAL,2016
1126,Opponent/G,244.0,38.3,85.0,.451,9.1,26.5,.342,29.3,58.5,.500,16.9,22.8,.738,10.6,35.2,45.8,22.0,7.5,4.4,13.9,21.4,102.6,DAL,2016
1127,Lg,1,14,18,15,22,26,9,11,5,20,11,12,4,16,26,24,14,11,8,18,8,14,DAL,2016
1128,Team,19780,2968,6750,.440,878,2473,.355,2090,4277,.489,1215,1516,.801,647,2516,3163,1705,614,307,972,1567,8029,DAL,2017
1129,Team/G,241.2,36.2,82.3,.440,10.7,30.2,.355,25.5,52.2,.489,14.8,18.5,.801,7.9,30.7,38.6,20.8,7.5,3.7,11.9,19.1,97.9,DAL,2017
1130,Lg,18,30,27,29,5,6,16,30,27,25,29,30,4,30,30,30,27,19,30,2,9,30,DAL,2017
1131,Opponent,19780,3035,6477,.469,788,2074,.380,2247,4403,.510,1411,1827,.772,727,2923,3650,1743,535,280,1225,1591,8269,DAL,2017
1132,Opponent/G,241.2,37.0,79.0,.469,9.6,25.3,.380,27.4,53.7,.510,17.2,22.3,.772,8.9,35.6,44.5,21.3,6.5,3.4,14.9,19.4,100.8,DAL,2017
1133,Lg,18,4,2,27,12,7,29,2,3,23,10,11,18,2,27,24,5,1,2,6,21,4,DAL,2017
1134,Team,19805,3128,7042,.444,967,2688,.360,2161,4354,.496,1167,1530,.763,666,2717,3383,1858,578,310,1008,1578,8390,DAL,2018
1135,Team/G,241.5,38.1,85.9,.444,11.8,32.8,.360,26.4,53.1,.496,14.2,18.7,.763,8.1,33.1,41.3,22.7,7.0,3.8,12.3,19.2,102.3,DAL,2018
1136,Lg,12,29,17,26,5,4,17,28,27,21,29,29,19,30,21,27,19,25,29,1,10,28,DAL,2018
1137,Opponent,19805,3219,6870,.469,874,2411,.363,2345,4459,.526,1327,1754,.757,725,3027,3752,1929,594,369,1127,1604,8639,DAL,2018
1138,Opponent/G,241.5,39.3,83.8,.469,10.7,29.4,.363,28.6,54.4,.526,16.2,21.4,.757,8.8,36.9,45.8,23.5,7.2,4.5,13.7,19.6,105.4,DAL,2018
1139,Lg,12,14,5,23,16,16,15,10,6,25,13,16,6,5,29,27,15,7,8,23,20,12,DAL,2018
1140,Team,19780,3182,7122,.447,1022,3002,.340,2160,4120,.524,1541,2076,.742,832,2884,3716,1918,533,351,1167,1650,8927,DAL,2019
1141,Team/G,241.2,38.8,86.9,.447,12.5,36.6,.340,26.3,50.2,.524,18.8,25.3,.742,10.1,35.2,45.3,23.4,6.5,4.3,14.2,20.1,108.9,DAL,2019
1142,Lg,18,28,28,27,7,4,27,29,29,13,7,5,25,16,14,16,22,29,26,20,8,21,DAL,2019
1143,Opponent,19780,3357,7315,.459,918,2667,.344,2439,4648,.525,1400,1802,.777,836,2840,3676,2011,643,368,1065,1905,9032,DAL,2019
1144,Opponent/G,241.2,40.9,89.2,.459,11.2,32.5,.344,29.7,56.7,.525,17.1,22.0,.777,10.2,34.6,44.8,24.5,7.8,4.5,13.0,23.2,110.1,DAL,2019
1145,Lg,18,14,14,16,12,16,7,12,12,18,11,7,25,14,14,14,14,23,6,25,2,13,DAL,2019
1146,Team,19830,3019,6859,.440,504,1521,.331,2515,5338,.471,1584,2024,.783,916,2497,3413,1697,724,350,1090,1783,8126,MEM,2016
1147,Team/G,241.8,36.8,83.6,.440,6.1,18.5,.331,30.7,65.1,.471,19.3,24.7,.783,11.2,30.5,41.6,20.7,8.8,4.3,13.3,21.7,99.1,MEM,2016
1148,Lg,11,26,22,23,27,25,29,10,4,27,5,9,9,8,30,28,25,6,21,6,27,24,MEM,2016
1149,Opponent,19830,2947,6459,.456,797,2185,.365,2150,4274,.503,1619,2107,.768,830,2711,3541,1792,576,469,1328,1732,8310,MEM,2016
1150,Opponent/G,241.8,35.9,78.8,.456,9.7,26.6,.365,26.2,52.1,.503,19.7,25.7,.768,10.1,33.1,43.2,21.9,7.0,5.7,16.2,21.1,101.3,MEM,2016
1151,Lg,11,3,1,18,29,28,22,1,1,23,28,26,24,12,12,11,13,3,29,3,9,11,MEM,2016
1152,Team,19905,2984,6854,.435,767,2169,.354,2217,4685,.473,1504,1918,.784,886,2621,3507,1744,653,344,1059,1840,8239,MEM,2017
1153,Team/G,242.7,36.4,83.6,.435,9.4,26.5,.354,27.0,57.1,.473,18.3,23.4,.784,10.8,32.0,42.8,21.3,8.0,4.2,12.9,22.4,100.5,MEM,2017
1154,Lg,2,29,25,30,15,14,17,26,20,30,12,12,13,10,27,24,21,13,22,6,29,29,MEM,2017
1155,Opponent,19905,2864,6465,.443,813,2299,.354,2051,4166,.492,1658,2202,.753,761,2692,3453,1645,574,410,1171,1708,8199,MEM,2017
1156,Opponent/G,242.7,34.9,78.8,.443,9.9,28.0,.354,25.0,50.8,.492,20.2,26.9,.753,9.3,32.8,42.1,20.1,7.0,5.0,14.3,20.8,100.0,MEM,2017
1157,Lg,2,1,1,3,19,21,11,1,1,7,28,29,2,6,11,7,3,6,18,13,4,3,MEM,2017
1158,Team,19705,3013,6788,.444,758,2152,.352,2255,4636,.486,1361,1732,.786,779,2544,3323,1767,613,396,1227,1900,8145,MEM,2018
1159,Team/G,240.3,36.7,82.8,.444,9.2,26.2,.352,27.5,56.5,.486,16.6,21.1,.786,9.5,31.0,40.5,21.5,7.5,4.8,15.0,23.2,99.3,MEM,2018
1160,Lg,27,30,30,27,24,24,25,24,19,28,17,16,6,18,30,29,26,22,14,23,30,29,MEM,2018
1161,Opponent,19705,3046,6587,.462,874,2377,.368,2172,4210,.516,1688,2196,.769,782,2703,3485,1816,662,421,1210,1674,8654,MEM,2018
1162,Opponent/G,240.3,37.1,80.3,.462,10.7,29.0,.368,26.5,51.3,.516,20.6,26.8,.769,9.5,33.0,42.5,22.1,8.1,5.1,14.8,20.4,105.5,MEM,2018
1163,Lg,27,1,1,17,16,12,21,1,2,18,30,30,18,12,12,8,9,21,23,9,10,13,MEM,2018
1164,Team,19880,3113,6924,.450,811,2368,.342,2302,4556,.505,1453,1882,.772,723,2703,3426,1963,684,448,1147,1801,8490,MEM,2019
1165,Team/G,242.4,38.0,84.4,.450,9.9,28.9,.342,28.1,55.6,.505,17.7,23.0,.772,8.8,33.0,41.8,23.9,8.3,5.5,14.0,22.0,103.5,MEM,2019
1166,Lg,4,30,30,23,27,25,25,26,21,24,15,18,15,29,26,29,19,6,4,15,24,30,MEM,2019
1167,Opponent,19880,3083,6836,.451,951,2639,.360,2132,4197,.508,1586,2023,.784,781,2883,3664,1920,625,402,1249,1758,8703,MEM,2019
1168,Opponent/G,242.4,37.6,83.4,.451,11.6,32.2,.360,26.0,51.2,.508,19.3,24.7,.784,9.5,35.2,44.7,23.4,7.6,4.9,15.2,21.4,106.1,MEM,2019
1169,Lg,4,1,1,7,16,15,21,1,1,8,27,27,29,5,17,12,6,18,13,6,9,3,MEM,2019
1170,Team,19830,3094,6847,.452,878,2533,.347,2216,4314,.514,1671,2407,.694,930,2601,3531,1821,821,430,1307,1790,8737,HOU,2016
1171,Team/G,241.8,37.7,83.5,.452,10.7,30.9,.347,27.0,52.6,.514,20.4,29.4,.694,11.3,31.7,43.1,22.2,10.0,5.2,15.9,21.8,106.5,HOU,2016
1172,Lg,11,20,23,14,3,2,19,28,30,5,3,1,27,7,27,20,16,1,13,27,28,4,HOU,2016
1173,Opponent,19830,3200,6977,.459,796,2206,.361,2404,4771,.504,1525,2018,.756,970,2690,3660,2015,734,404,1360,1847,8721,HOU,2016
1174,Opponent/G,241.8,39.0,85.1,.459,9.7,26.9,.361,29.3,58.2,.504,18.6,24.6,.756,11.8,32.8,44.6,24.6,9.0,4.9,16.6,22.5,106.4,HOU,2016
1175,Lg,11,22,21,19,28,29,21,12,4,24,23,24,15,30,10,21,29,29,13,1,1,25,HOU,2016
1176,Team,19780,3305,7152,.462,1181,3306,.357,2124,3846,.552,1667,2177,.766,892,2746,3638,2070,670,352,1240,1634,9458,HOU,2017
1177,Team/G,241.2,40.3,87.2,.462,14.4,40.3,.357,25.9,46.9,.552,20.3,26.5,.766,10.9,33.5,44.4,25.2,8.2,4.3,15.1,19.9,115.3,HOU,2017
1178,Lg,18,4,7,12,1,1,15,29,30,2,2,1,20,9,15,8,3,8,20,25,15,2,HOU,2017
1179,Opponent,19780,3375,7286,.463,820,2389,.343,2555,4897,.522,1415,1819,.778,878,2735,3613,1979,697,409,1235,1674,8985,HOU,2017
1180,Opponent/G,241.2,41.2,88.9,.463,10.0,29.1,.343,31.2,59.7,.522,17.3,22.2,.778,10.7,33.4,44.1,24.1,8.5,5.0,15.1,20.4,109.6,HOU,2017
1181,Lg,18,27,27,23,22,25,4,27,18,28,11,10,23,23,17,19,27,24,17,5,8,26,HOU,2017
1182,Team,19755,3174,6906,.460,1256,3470,.362,1918,3436,.558,1609,2061,.781,739,2825,3564,1767,699,392,1135,1597,9213,HOU,2018
1183,Team/G,240.9,38.7,84.2,.460,15.3,42.3,.362,23.4,41.9,.558,19.6,25.1,.781,9.0,34.5,43.5,21.5,8.5,4.8,13.8,19.5,112.4,HOU,2018
1184,Lg,18,22,27,15,1,1,14,30,30,2,2,3,9,24,10,18,26,5,15,12,12,2,HOU,2018
1185,Opponent,19755,3244,7017,.462,829,2365,.351,2415,4652,.519,1201,1610,.746,710,2738,3448,1837,609,363,1194,1670,8518,HOU,2018
1186,Opponent/G,240.9,39.6,85.6,.462,10.1,28.8,.351,29.5,56.7,.519,14.6,19.6,.746,8.7,33.4,42.0,22.4,7.4,4.4,14.6,20.4,103.9,HOU,2018
1187,Lg,18,17,14,16,9,11,7,19,14,21,4,6,3,3,15,4,11,11,5,10,11,6,HOU,2018
1188,Team,19830,3218,7163,.449,1323,3721,.356,1895,3442,.551,1582,2001,.791,836,2613,3449,1741,700,405,1094,1803,9341,HOU,2019
1189,Team/G,241.8,39.2,87.4,.449,16.1,45.4,.356,23.1,42.0,.551,19.3,24.4,.791,10.2,31.9,42.1,21.2,8.5,4.9,13.3,22.0,113.9,HOU,2019
1190,Lg,11,25,26,24,1,1,12,30,30,3,3,7,9,14,29,28,28,5,18,6,25,11,HOU,2019
1191,Opponent,19830,3313,7106,.466,831,2444,.340,2482,4662,.532,1493,1944,.768,899,2825,3724,1929,607,369,1232,1640,8950,HOU,2019
1192,Opponent/G,241.8,40.4,86.7,.466,10.1,29.8,.340,30.3,56.9,.532,18.2,23.7,.768,11.0,34.5,45.4,23.5,7.4,4.5,15.0,20.0,109.1,HOU,2019
1193,Lg,11,10,5,19,3,4,2,20,13,23,21,20,16,23,10,16,7,11,8,9,24,10,HOU,2019
1194,Team,19780,3153,7040,.448,702,1951,.360,2451,5089,.482,1415,1823,.776,782,2712,3494,1818,633,342,1102,1713,8423,NOP,2016
1195,Team/G,241.2,38.5,85.9,.448,8.6,23.8,.360,29.9,62.1,.482,17.3,22.2,.776,9.5,33.1,42.6,22.2,7.7,4.2,13.4,20.9,102.7,NOP,2016
1196,Lg,23,12,8,19,15,16,9,14,14,20,16,22,13,23,20,22,17,16,23,8,22,13,NOP,2016
1197,Opponent,19780,3218,6877,.468,754,2043,.369,2464,4834,.510,1544,1972,.783,730,2912,3642,1899,602,423,1127,1630,8734,NOP,2016
1198,Opponent/G,241.2,39.2,83.9,.468,9.2,24.9,.369,30.0,59.0,.510,18.8,24.0,.783,8.9,35.5,44.4,23.2,7.3,5.2,13.7,19.9,106.5,NOP,2016
1199,Lg,23,24,10,27,23,22,25,20,9,27,25,22,29,3,27,19,21,9,15,19,17,26,NOP,2016
1200,Team,19905,3210,7130,.450,768,2196,.350,2442,4934,.495,1368,1825,.750,703,2879,3582,1869,638,453,1054,1490,8556,NOP,2017
1201,Team/G,242.7,39.1,87.0,.450,9.4,26.8,.350,29.8,60.2,.495,16.7,22.3,.750,8.6,35.1,43.7,22.8,7.8,5.5,12.9,18.2,104.3,NOP,2017
1202,Lg,2,17,12,20,14,13,19,15,12,21,25,21,22,29,1,13,12,16,5,5,5,18,NOP,2017
1203,Opponent,19905,3286,7299,.450,863,2445,.353,2423,4854,.499,1293,1697,.762,872,3091,3963,1921,603,348,1144,1581,8728,NOP,2017
1204,Opponent/G,242.7,40.1,89.0,.450,10.5,29.8,.353,29.5,59.2,.499,15.8,20.7,.762,10.6,37.7,48.3,23.4,7.4,4.2,14.0,19.3,106.4,NOP,2017
1205,Lg,2,23,28,8,27,27,10,13,17,11,5,5,4,21,30,30,20,11,7,16,23,17,NOP,2017
1206,Team,19955,3500,7241,.483,837,2312,.362,2663,4929,.540,1324,1716,.772,712,2924,3636,2195,657,485,1223,1570,9161,NOP,2018
1207,Team/G,243.4,42.7,88.3,.483,10.2,28.2,.362,32.5,60.1,.540,16.1,20.9,.772,8.7,35.7,44.3,26.8,8.0,5.9,14.9,19.1,111.7,NOP,2018
1208,Lg,1,2,3,2,18,18,13,2,6,4,19,17,15,26,3,10,3,8,3,22,8,3,NOP,2018
1209,Opponent,19955,3423,7539,.454,891,2509,.355,2532,5030,.503,1317,1679,.784,887,2843,3730,1947,670,344,1186,1669,9054,NOP,2018
1210,Opponent/G,243.4,41.7,91.9,.454,10.9,30.6,.355,30.9,61.3,.503,16.1,20.5,.784,10.8,34.7,45.5,23.7,8.2,4.2,14.5,20.4,110.4,NOP,2018
1211,Lg,1,28,30,9,20,25,8,28,29,10,12,9,28,29,23,25,20,22,4,11,13,29,NOP,2018
1212,Team,19755,3581,7563,.473,842,2449,.344,2739,5114,.536,1462,1921,.761,909,2969,3878,2216,610,441,1215,1732,9466,NOP,2019
1213,Team/G,240.9,43.7,92.2,.473,10.3,29.9,.344,33.4,62.4,.536,17.8,23.4,.761,11.1,36.2,47.3,27.0,7.4,5.4,14.8,21.1,115.4,NOP,2019
1214,Lg,24,2,3,6,22,21,24,1,4,8,13,11,18,8,6,5,3,18,7,24,19,3,NOP,2019
1215,Opponent,19755,3549,7610,.466,1006,2766,.364,2543,4844,.525,1471,1926,.764,898,2855,3753,2174,702,445,1113,1722,9575,NOP,2019
1216,Opponent/G,240.9,43.3,92.8,.466,12.3,33.7,.364,31.0,59.1,.525,17.9,23.5,.764,11.0,34.8,45.8,26.5,8.6,5.4,13.6,21.0,116.8,NOP,2019
1217,Lg,24,29,28,21,27,26,25,24,25,19,19,19,11,22,16,20,29,28,23,16,13,27,NOP,2019
1218,Team,17380,2897,6331,.458,995,2663,.374,1902,3668,.519,1329,1670,.796,685,2583,3268,1816,636,358,1067,1559,8118,TOR,2020
1219,Team/G,241.4,40.2,87.9,.458,13.8,37.0,.374,26.4,50.9,.519,18.5,23.2,.796,9.5,35.9,45.4,25.2,8.8,5.0,14.8,21.7,112.8,TOR,2020
1220,Lg,16,21,23,20,3,6,5,27,26,21,13,17,6,24,7,11,11,2,13,17,21,13,TOR,2020
1221,Opponent,17380,2721,6359,.428,943,2798,.337,1778,3561,.499,1284,1670,.769,786,2530,3316,1841,520,395,1212,1466,7669,TOR,2020
1222,Opponent/G,241.4,37.8,88.3,.428,13.1,38.9,.337,24.7,49.5,.499,17.8,23.2,.769,10.9,35.1,46.1,25.6,7.2,5.5,16.8,20.4,106.5,TOR,2020
1223,Lg,16,1,13,2,25,29,1,1,2,3,14,15,12,26,19,24,26,11,23,2,19,1,TOR,2020
1224,Team,17305,2859,6383,.448,1041,2831,.368,1818,3552,.512,1252,1536,.815,680,2314,2994,1735,618,389,952,1526,8011,TOR,2021
1225,Team/G,240.3,39.7,88.7,.448,14.5,39.3,.368,25.3,49.3,.512,17.4,21.3,.815,9.4,32.1,41.6,24.1,8.6,5.4,13.2,21.2,111.3,TOR,2021
1226,Lg,24,23,12,26,4,4,15,29,26,25,10,17,4,20,29,28,20,4,4,8,28,19,TOR,2021
1227,Opponent,17305,2809,6099,.461,1001,2641,.379,1808,3458,.523,1426,1785,.799,720,2582,3302,1872,477,402,1161,1405,8045,TOR,2021
1228,Opponent/G,240.3,39.0,84.7,.461,13.9,36.7,.379,25.1,48.0,.523,19.8,24.8,.799,10.0,35.9,45.9,26.0,6.6,5.6,16.1,19.5,111.7,TOR,2021
1229,Lg,24,2,1,10,26,24,24,2,2,8,28,28,29,22,25,23,26,4,27,1,12,15,TOR,2021
1230,Team,19855,3332,7489,.445,979,2808,.349,2353,4681,.503,1327,1749,.759,1095,2622,3717,1809,738,376,1021,1607,8970,TOR,2022
1231,Team/G,242.1,40.6,91.3,.445,11.9,34.2,.349,28.7,57.1,.503,16.2,21.3,.759,13.4,32.0,45.3,22.1,9.0,4.6,12.5,19.6,109.4,TOR,2022
1232,Lg,5,14,4,25,19,19,20,13,5,28,23,21,23,2,30,8,29,2,17,2,13,20,TOR,2022
1233,Opponent,19855,3197,6919,.462,1014,2861,.354,2183,4058,.538,1374,1742,.789,847,2764,3611,2076,549,416,1298,1563,8782,TOR,2022
1234,Opponent/G,242.1,39.0,84.4,.462,12.4,34.9,.354,26.6,49.5,.538,16.8,21.2,.789,10.3,33.7,44.0,25.3,6.7,5.1,15.8,19.1,107.1,TOR,2022
1235,Lg,5,5,2,17,16,15,18,5,4,19,13,11,26,16,12,14,20,2,25,2,23,7,TOR,2022
1236,Team,19805,3434,7489,.459,880,2626,.335,2554,4863,.525,1506,1922,.784,1043,2485,3528,1961,772,424,956,1641,9254,TOR,2023
1237,Team/G,241.5,41.9,91.3,.459,10.7,32.0,.335,31.1,59.3,.525,18.4,23.4,.784,12.7,30.3,43.0,23.9,9.4,5.2,11.7,20.0,112.9,TOR,2023
1238,Lg,18,19,5,27,28,21,28,7,3,28,17,18,17,2,30,18,23,1,9,1,13,24,TOR,2023
1239,Opponent,19805,3312,6752,.491,1001,2676,.374,2311,4076,.567,1508,1893,.797,757,2709,3466,2148,492,376,1367,1604,9133,TOR,2023
1240,Opponent/G,241.5,40.4,82.3,.491,12.2,32.6,.374,28.2,49.7,.567,18.4,23.1,.797,9.2,33.0,42.3,26.2,6.0,4.6,16.7,19.6,111.4,TOR,2023
1241,Lg,18,4,1,27,13,6,28,7,3,25,14,12,27,2,16,10,25,1,15,2,22,4,TOR,2023
1242,Team,17430,2971,6448,.461,905,2487,.364,2066,3961,.522,1336,1668,.801,768,2549,3317,1655,595,406,995,1553,8183,BOS,2020
1243,Team/G,242.1,41.3,89.6,.461,12.6,34.5,.364,28.7,55.0,.522,18.6,23.2,.801,10.7,35.4,46.1,23.0,8.3,5.6,13.8,21.6,113.7,BOS,2020
1244,Lg,13,12,11,17,12,13,13,16,16,18,11,18,5,6,11,8,25,6,5,8,20,9,BOS,2020
1245,Opponent,17430,2764,6268,.441,851,2504,.340,1913,3764,.508,1350,1761,.767,743,2449,3192,1613,514,396,1097,1487,7729,BOS,2020
1246,Opponent/G,242.1,38.4,87.1,.441,11.8,34.8,.340,26.6,52.3,.508,18.8,24.5,.767,10.3,34.0,44.3,22.4,7.1,5.5,15.2,20.7,107.3,BOS,2020
1247,Lg,13,2,8,4,10,16,2,4,6,7,20,19,9,18,8,11,2,8,25,9,15,2,BOS,2020
1248,Team,17380,2985,6401,.466,979,2618,.374,2006,3783,.530,1160,1496,.775,765,2421,3186,1689,556,383,1012,1471,8109,BOS,2021
1249,Team/G,241.4,41.5,88.9,.466,13.6,36.4,.374,27.9,52.5,.530,16.1,20.8,.775,10.6,33.6,44.3,23.5,7.7,5.3,14.1,20.4,112.6,BOS,2021
1250,Lg,16,13,11,19,11,10,10,16,20,17,25,25,16,4,22,15,25,13,6,16,24,16,BOS,2021
1251,Opponent,17380,2875,6191,.464,925,2473,.374,1950,3718,.524,1329,1692,.785,677,2382,3059,1732,531,334,1015,1389,8004,BOS,2021
1252,Opponent/G,241.4,39.9,86.0,.464,12.8,34.3,.374,27.1,51.6,.524,18.5,23.5,.785,9.4,33.1,42.5,24.1,7.4,4.6,14.1,19.3,111.2,BOS,2021
1253,Lg,16,6,4,14,16,15,22,6,7,10,26,25,22,7,7,6,9,10,11,13,13,11,BOS,2021
1254,Team,19905,3341,7167,.466,1085,3044,.356,2256,4123,.547,1397,1713,.816,863,2915,3778,2036,591,478,1118,1521,9164,BOS,2022
1255,Team/G,242.7,40.7,87.4,.466,13.2,37.1,.356,27.5,50.3,.547,17.0,20.9,.816,10.5,35.5,46.1,24.8,7.2,5.8,13.6,18.5,111.8,BOS,2022
1256,Lg,2,13,18,15,8,9,14,18,23,6,14,24,2,11,4,5,14,19,2,13,5,12,BOS,2022
1257,Opponent,19905,3137,7221,.434,969,2860,.339,2168,4361,.497,1324,1692,.783,858,2727,3585,1773,618,376,1133,1592,8567,BOS,2022
1258,Opponent/G,242.7,38.3,88.1,.434,11.8,34.9,.339,26.4,53.2,.497,16.1,20.6,.783,10.5,33.3,43.7,21.6,7.5,4.6,13.8,19.4,104.5,BOS,2022
1259,Lg,2,3,15,1,9,14,1,4,12,1,10,9,23,19,10,12,1,17,11,13,20,1,BOS,2022
1260,Team,19980,3460,7278,.475,1315,3492,.377,2145,3786,.567,1436,1769,.812,796,2921,3717,2186,521,430,1095,1542,9671,BOS,2023
1261,Team/G,243.7,42.2,88.8,.475,16.0,42.6,.377,26.2,46.2,.567,17.5,21.6,.812,9.7,35.6,45.3,26.7,6.4,5.2,13.4,18.8,117.9,BOS,2023
1262,Lg,1,13,15,14,2,2,6,29,29,5,24,28,4,20,3,7,7,27,6,7,7,4,BOS,2023
1263,Opponent,19980,3425,7394,.463,954,2763,.345,2471,4631,.534,1332,1733,.769,799,2810,3609,1895,544,318,1040,1568,9136,BOS,2023
1264,Opponent/G,243.7,41.8,90.2,.463,11.6,33.7,.345,30.1,56.5,.534,16.2,21.1,.769,9.7,34.3,44.0,23.1,6.6,3.9,12.7,19.1,111.4,BOS,2023
1265,Lg,1,13,24,5,6,17,4,17,24,7,2,4,3,8,26,18,2,5,4,26,25,5,BOS,2023
1266,Team,15965,2638,5896,.447,631,1872,.337,2007,4024,.499,1076,1550,.694,795,2274,3069,1456,504,313,946,1464,6983,NYK,2020
1267,Team/G,241.9,40.0,89.3,.447,9.6,28.4,.337,30.4,61.0,.499,16.3,23.5,.694,12.0,34.5,46.5,22.1,7.6,4.7,14.3,22.2,105.8,NYK,2020
1268,Lg,24,24,13,25,30,29,27,6,2,28,24,12,30,1,17,6,27,17,17,11,28,29,NYK,2020
1269,Opponent,15965,2631,5678,.463,877,2303,.381,1754,3375,.520,1270,1696,.749,632,2284,2916,1605,474,333,907,1305,7409,NYK,2020
1270,Opponent/G,241.9,39.9,86.0,.463,13.3,34.9,.381,26.6,51.1,.520,19.2,25.7,.749,9.6,34.6,44.2,24.3,7.2,5.0,13.7,19.8,112.3,NYK,2020
1271,Lg,24,10,4,17,27,21,28,5,5,11,23,27,1,10,14,10,12,9,19,24,25,18,NYK,2020
1272,Team,17430,2839,6225,.456,847,2163,.392,1992,4062,.490,1181,1506,.784,696,2554,3250,1541,507,365,932,1473,7706,NYK,2021
1273,Team/G,242.1,39.4,86.5,.456,11.8,30.0,.392,27.7,56.4,.490,16.4,20.9,.784,9.7,35.5,45.1,21.4,7.0,5.1,12.9,20.5,107.0,NYK,2021
1274,Lg,6,24,26,21,21,27,3,17,8,29,21,23,14,16,7,9,29,21,11,6,25,26,NYK,2021
1275,Opponent,17430,2730,6209,.440,864,2565,.337,1866,3644,.512,1216,1598,.761,695,2478,3173,1696,472,391,918,1286,7540,NYK,2021
1276,Opponent/G,242.1,37.9,86.2,.440,12.0,35.6,.337,25.9,50.6,.512,16.9,22.2,.761,9.7,34.4,44.1,23.6,6.6,5.4,12.8,17.9,104.7,NYK,2021
1277,Lg,6,1,5,1,10,21,1,3,5,5,13,17,4,10,17,16,6,3,25,23,29,1,NYK,2021
1278,Team,19780,3088,7069,.437,1082,3029,.357,2006,4040,.497,1473,1980,.744,941,2841,3782,1793,570,399,1087,1672,8731,NYK,2022
